244,000.00
500,000.00
1,301,000.00
1,200,000.00
150,000.00
60,000.00
100,000.00
300,000.00
100,000.00
100,000.00
190,000.00
100,000.00
100,000.00
150,000.00
200,000.00
200,000.00
250,000.00
500,000.00
319,000.00
1,050,000.00
100,000.00
130,000.00
180,000.00
130,000.00
150,000.00
190,000.00
150,000.00
180,000.00
120,000.00
180,000.00
200,000.00
750,000.00
226,000.00
320,000.00
290,000.00
750,000.00
330,000.00
300,000.00
340,000.00
300,000.00
300,000.00
250,000.00
750,000.00
698,000.00
288,000.00
385,000.00
330,000.00
390,000.00
280,000.00
350,000.00
220,000.00
200,000.00
340,000.00
300,000.00
330,000.00
300,000.00
850,000.00
200,000.00
400,000.00
370,000.00
850,000.00
600,000.00
290,000.00
200,000.00
250,000.00
630,000.00
600,000.00
500,000.00
500,000.00
290,000.00
500,000.00
610,000.00
600,000.00
200,000.00
350,000.00
255,000.00
200,000.00
457,000.00
290,000.00
500,000.00
900,000.00
300,000.00
300,000.00
300,000.00
1,000,000.00
600,000.00
300,000.00
300,000.00
780,000.00
1,950,000.00
370,000.00
600,000.00
245,000.00
3,600,000.00
300,000.00
450,000.00
170,000.00
210,000.00
450,000.00
145,000.00
550,000.00
1,000,000.00
500,000.00
500,000.00
500,000.00
200,000.00
100,000.00
200,000.00
200,000.00
600,000.00
650,000.00
380,000.00
200,000.00
50,000.00
590,000.00
130,000.00
260,000.00
650,000.00
500,000.00
500,000.00
600,000.00
500,000.00
600,000.00
500,000.00
500,000.00
500,000.00
500,000.00
500,000.00
500,000.00
500,000.00
500,000.00
500,000.00
500,000.00
500,000.00
250,000.00
500,000.00
500,000.00
270,000.00
250,000.00
250,000.00
600,000.00
600,000.00
800,000.00
600,000.00
513,000.00
644,000.00
500,000.00
414,000.00
317,000.00
1,159,000.00
480,000.00
300,000.00
160,000.00
533,000.00
705,000.00
244,000.00
638,000.00
500,000.00
500,000.00
500,000.00
500,000.00
500,000.00
500,000.00
500,000.00
500,000.00
500,000.00
398,000.00
608,000.00
399,000.00
373,000.00
200,000.00
264,000.00
2,360,000.00
350,000.00
876,000.00
200,000.00
970,000.00
300,000.00
720,000.00
1,920,000.00
950,000.00
320,000.00
330,000.00
620,000.00
150,000.00
200,000.00
390,000.00
200,000.00
170,000.00
330,000.00
647,000.00
405,000.00
543,000.00
626,000.00
312,000.00
181,000.00
500,000.00
650,000.00
3,000,000.00
500,000.00
200,000.00
270,000.00
500,000.00
500,000.00
500,000.00
500,000.00
500,000.00
570,000.00
800,000.00
330,000.00
800,000.00
600,000.00
580,000.00
500,000.00
1,000,000.00
450,000.00
350,000.00
200,000.00
332,000.00
340,000.00
300,000.00
200,000.00
379,000.00
684,000.00
385,000.00
200,000.00
550,000.00
470,000.00
489,000.00
1,000,000.00
1,100,000.00
268,000.00
250,000.00
500,000.00
500,000.00
500,000.00
500,000.00
500,000.00
500,000.00
500,000.00
473,000.00
417,000.00
400,000.00
751,000.00
665,000.00
365,000.00
306,000.00
446,000.00
587,000.00
351,000.00
894,000.00
559,000.00
470,000.00
380,000.00
800,000.00
500,000.00
500,000.00
500,000.00
500,000.00
1,300,000.00
656,000.00
1,034,000.00
666,000.00
629,000.00
850,000.00
956,000.00
723,000.00
816,000.00
1,870,000.00
1,190,000.00
830,000.00
530,000.00
20,000.00
800,000.00
500,000.00
441,000.00
910,000.00
440,000.00
900,000.00
540,000.00
450,000.00
705,000.00
1,330,000.00
578,000.00
500,000.00
1,043,000.00
495,000.00
982,000.00
525,000.00
629,000.00
800,000.00
300,000.00
100,000.00
110,000.00
110,000.00
110,000.00
140,000.00
100,000.00
100,000.00
100,000.00
110,000.00
100,000.00
100,000.00
130,000.00
100,000.00
100,000.00
100,000.00
100,000.00
100,000.00
500,000.00
500,000.00
500,000.00
500,000.00
500,000.00
500,000.00
500,000.00
500,000.00
500,000.00
800,000.00
700,000.00
1,170,000.00
150,000.00
400,000.00
740,000.00
150,000.00
160,000.00
150,000.00
175,000.00
180,000.00
170,000.00
160,000.00
175,000.00
180,000.00
150,000.00
180,000.00
500,000.00
400,000.00
100,000.00
150,000.00
100,000.00
130,000.00
124,000.00
100,000.00
100,000.00
140,000.00
100,000.00
100,000.00
140,000.00
480,000.00
100,000.00
80,000.00
500,000.00
500,000.00
740,000.00
220,000.00
100,000.00
70,000.00
50,000.00
100,000.00
490,000.00
75,000.00
50,000.00
200,000.00
280,000.00
300,000.00
220,000.00
120,000.00
230,000.00
240,000.00
95,000.00
200,000.00
199,000.00
400,000.00
800,000.00
250,000.00
300,000.00
280,000.00
480,000.00
460,000.00
220,000.00
200,000.00
240,000.00
200,000.00
220,000.00
200,000.00
360,000.00
350,000.00
700,000.00
80,000.00
100,000.00
500,000.00
500,000.00
500,000.00
500,000.00
500,000.00
500,000.00
500,000.00
250,000.00
870,000.00
140,000.00
170,000.00
185,000.00
180,000.00
190,000.00
150,000.00
150,000.00
180,000.00
120,000.00
150,000.00
100,000.00
130,000.00
130,000.00
120,000.00
100,000.00
100,000.00
150,000.00
500,000.00
500,000.00
500,000.00
500,000.00
500,000.00
370,000.00
270,000.00
